countopioid_PREDICTION,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,countopioid,abandon_cars,graffiti,pothole,street_cleaning,trash,abandon_cars_nn,pothole_nn,trash_nn,graffiti_nn,street_cleaning_nn,pctUnemploy,MedHHInc,pctPoverty,TotalPop,TotalUnit,NEIGH,Longitude,Latitude,id
10.7012481689,geometry,-6.2802493572,010100000066F70FE25B2455C08F9D16FB93984340,---,TotalPop,-1.7414896965,2828,--,abandon_cars_nn,1.5224665642,292.443377585098,++,APPROVED,23,1,0,24,1,16,292.443377585098,101.893608590371,72.5032193719425,2626.77034095168,227.030173115802,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5681080966875,39.1920160160472,212
2.2105238438,geometry,-6.1435678482,01010000000C2A0858622455C06F329E1C93994340,---,TotalPop,-4.9544867277,4871,---,street_cleaning,-1.1105892181,0,--,APPROVED,1,0,0,1,0,4,461.153040423151,329.292596498526,214.996464649124,3282.156203291,345.382235288064,5.27612399917881,29060,22.5210429070006,4871,2372,Mount Airy,-84.568502433751,39.1998019955107,213
5.6008872986,TotalUnit,-7.9871910572,869,---,geometry,-4.7521823168,0101000000571C6613DC2355C02CF051B2218C4340,---,abandon_cars_nn,-1.54373312,504.132771314868,--,APPROVED,2,0,0,9,0,1,504.132771314868,203.833151022144,297.10410814202,469.426062757775,323.226690695154,4.72602739726027,45568,30.4109589041096,1460,869,Sedamsville,-84.560307359426,39.0947783374871,214
23.2934379578,geometry,8.8712159634,01010000006F3C0E80E22355C02FFB7ED5208D4340,+++,TotalPop,-5.8496429443,4658,---,pothole,-1.3059434891,5,--,APPROVED,20,1,0,5,3,24,231.778489667175,232.78547234505,93.8942896866748,488.69527201285,194.161645642108,1.73894375268356,29654,28.5530270502362,4658,2667,East Price Hill,-84.560699476149,39.1025645132089,215
59.8344726562,geometry,36.702075386,0101000000F27459EDE82355C0FE7F8EF81F8E4340,+++,street_cleaning,9.2089679718,24,++,pothole_nn,6.1697906494,68.1151410730823,++,APPROVED,83,5,1,19,24,65,151.574334125857,68.1151410730823,67.0492279893936,578.979613673515,67.8372867621492,4.60215053763441,23519,47.3978494623656,2325,1348,East Price Hill,-84.5610917447664,39.1103506751824,216
18.0092334747,geometry,3.6440780163,0101000000E29C475BEF2355C08D9C801B1F8F4340,+++,TotalPop,-2.5746385574,4116,--,pothole,-1.7679508209,1,--,APPROVED,20,5,0,1,4,29,256.251176234544,506.609397571756,115.175496549329,976.711944822726,158.481884992617,2.1622934888241,34207,39.5772594752187,4116,2068,East Price Hill,-84.5614841651291,39.1181368234621,217
31.5938873291,geometry,9.4116415024,0101000000E425D9C9F52355C0BDFD543E1E904340,+++,pothole_nn,4.2589321136,64.0472176574587,++,TotalPop,-3.0275917053,4116,--,APPROVED,37,10,1,14,9,26,121.882241723791,64.0472176574587,83.3995708484493,752.368840487056,90.0363989604431,2.1622934888241,34207,39.5772594752187,4116,2068,South Fairmount,-84.5618767376505,39.1259229578968,218
12.3934707642,TotalUnit,-2.8453638077,1161,---,pothole_nn,-1.5887233734,421.54741644733497,---,abandon_cars_nn,0.5558503151,253.977245772428,++,APPROVED,15,2,0,0,1,10,253.977245772428,421.547416447335,211.385713263166,1036.99369366947,308.377578365026,9.05905905905906,19634,39.4394394394394,1998,1161,North Fairmount,-84.5622694621472,39.1337090787945,219
7.4977040291,geometry,-6.1481291771,01010000003DE2E5A8022455C01CCBA5831C924340,---,TotalUnit,-2.9989666939,1161,---,pothole_nn,-0.9819031239,401.310532418795,--,APPROVED,4,3,0,0,2,24,245.174895993465,401.310532418795,65.2781898443805,1384.73473190539,163.003600034379,9.05905905905906,19634,39.4394394394394,1998,1161,East Westwood,-84.5626623387297,39.141495185808,220
9.9142513275,geometry,-4.239073801,0101000000AF3F6119092455C01FD921A61B934340,---,abandon_cars_nn,1.8296622753,106.36219648597601,++,TotalPop,-1.6006339073,3385,--,APPROVED,11,8,0,0,3,24,106.362196485976,398.472660409228,102.855986674442,1330.47339665388,179.065967872833,4.69719350073855,21979,47.7104874446086,3385,1713,East Westwood,-84.5630553674407,39.1492812791132,221
3.8846838474,geometry,-6.3858133554,01010000003B5F808A0F2455C0015E80C81A944340,---,TotalUnit,-1.852447319,863,--,pctUnemploy,-0.8977851629,5.6255247691016,--,APPROVED,5,0,1,2,1,0,638.343188492256,280.74100020331,324.477404425793,1133.62619677815,319.718445791909,5.6255247691016,11327,75.3568429890848,2382,863,Villages at Roll Hill,-84.5634485486634,39.1570673586648,222
0.7700126171,geometry,-7.5468493164,0101000000F1C842FC152455C02D48C1EA19954340,---,TotalPop,-1.6566605389,2828,--,street_cleaning,-1.177829659,0,--,APPROVED,0,0,0,0,0,0,1102.674133112,433.963715994907,551.887734448688,1222.54293677519,835.743543823557,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5638418819615,39.1648534244308,223
0.3213026524,geometry,-7.5266555548,0101000000B7E8A86E1C2455C06CCBE40C19964340,---,TotalPop,-1.6088163137,2828,--,graffiti_nn,-1.2365444303,1575.30600194814,--,APPROVED,0,0,0,0,0,0,1055.98541966581,728.060900559342,609.025509949194,1575.30600194814,936.448424586765,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5642353677275,39.1726394765054,224
3.746534586,geometry,-7.3026693583,010100000086A8B2E1222455C09A96EA2E18974340,---,TotalPop,-1.4497745275,2828,--,street_cleaning_nn,-0.7780179501,618.138754263815,--,APPROVED,7,0,0,9,0,2,469.315563124337,176.996759360022,289.606659162607,1865.9274935558,618.138754263815,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5646290058813,39.180425514741,225
2.0506706238,geometry,-6.1370059133,0101000000F8486055292455C0F809D35017984340,---,TotalPop,-1.5510276794,2828,--,street_cleaning,-1.0244378567,0,--,APPROVED,1,0,0,0,0,2,596.924965202801,392.231472487671,239.125668335773,2237.06372617868,352.900427338263,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5650227966579,39.1882115393127,226
6.6211395264,geometry,-9.4477626324,0101000000609EB1C92F2455C087CB9D7216994340,---,TotalUnit,-3.1330043793,1080,--,trash_nn,-1.6398425579,107.114036458827,--,APPROVED,2,5,0,22,3,22,192.354849132275,145.842176850225,107.114036458827,2830.68580870811,183.667754299496,0.755667506297229,35570,11.6876574307305,1985,1080,Mount Airy,-84.5654167398984,39.1959975500568,227
1.7141352892,geometry,-7.6524258852,0101000000BAEDA63E362455C09CDC4A94159A4340,---,TotalPop,-4.6748969078,4871,---,street_cleaning,-0.9947623968,0,--,APPROVED,0,0,0,6,0,9,623.004886535202,256.189753827752,76.1149048835312,3556.26956093836,556.344319324804,5.27612399917881,29060,22.5210429070006,4871,2372,Mount Airy,-84.5658108358538,39.2037835469757,228
25.6755218506,TotalUnit,-8.885436058,869,---,geometry,2.8143039703,01010000001738EE06B02355C075738427A48C4340,++,Latitude,-2.1974796295,39.0987595936521,--,APPROVED,8,1,12,45,10,10,343.297338687481,57.0990213869727,110.924303872925,160.882439433122,80.1562298581861,4.72602739726027,45568,30.4109589041096,1460,869,Sedamsville,-84.5576188398703,39.0987595936521,229
46.5533294678,geometry,25.1675679207,0101000000F95F9472B62355C0DF17D74AA38D4340,+++,street_cleaning_nn,4.0637214661,53.7985620017941,++,street_cleaning,3.7385940552,16,++,APPROVED,42,3,2,15,16,44,245.732079284586,213.686587159337,88.8781703264922,350.062765296444,53.7985620017941,4.60215053763441,23519,47.3978494623656,2325,1348,East Price Hill,-84.5580107163404,39.1065457868824,230
24.1396942139,geometry,8.309970808,0101000000C393DDDEBC2355C03E750C6EA28E4340,+++,street_cleaning,3.9121194839,7,++,TotalUnit,-2.9121141434,1348,--,APPROVED,23,3,0,4,7,18,208.380738786899,313.953126646437,81.0705369444977,858.562191529598,132.933061183405,4.60215053763441,23519,47.3978494623656,2325,1348,East Price Hill,-84.5584027446594,39.1143319664793,231
12.2202749252,TotalPop,-2.7098547935,4116,---,pothole_nn,-1.5542578697,373.18294572626996,--,trash_nn,-1.4120139122,189.08642807740003,--,APPROVED,4,0,0,0,3,9,304.470848963441,373.18294572627,189.0864280774,799.308628378935,258.794452217447,2.1622934888241,34207,39.5772594752187,4116,2068,South Fairmount,-84.5587949247443,39.1221181321027,232
18.7824611664,TotalUnit,-3.7324268341,1107,---,abandon_cars_nn,-2.1464097977,109.256330901532,--,pothole_nn,-2.0416265488,248.416543357804,--,APPROVED,15,7,2,4,6,39,109.256330901532,248.416543357804,54.4371950325177,682.576784118894,117.644759182345,3.52685838307108,19343,36.7335865436788,1843,1107,South Fairmount,-84.5591872566362,39.1299042841614,233
9.3487958908,geometry,-5.5590617657,0101000000DE778B27D02355C0C695FAD69F914340,---,TotalUnit,-3.2067462921,1161,---,pothole_nn,-1.3538067818,210.45496044672902,--,APPROVED,3,3,0,6,4,16,178.120293930234,210.454960446729,77.5207859702324,1273.15831267942,171.161234989035,9.05905905905906,19634,39.4394394394394,1998,1161,North Fairmount,-84.5595797407145,39.1376904223976,234
8.3572912216,geometry,-3.6505854845,01010000001F186196D62355C0BFC6B9F99E924340,---,TotalPop,-1.4255321503,2884,--,pctUnemploy,-0.6285038948,9.188626907073509,--,APPROVED,14,0,0,5,2,2,499.24889505748,346.595775294624,285.514334767696,1402.39471378612,167.61637988714,9.18862690707351,14057,60.2981969486824,2884,1477,East Westwood,-84.5599723766504,39.1454765469657,235
6.1785311699,geometry,-4.7048564672,01010000004A15DA05DD2355C0503F5B1C9E934340,---,TotalUnit,-1.9333976746,863,--,pctUnemploy,-0.9454496861,5.6255247691016,--,APPROVED,5,0,0,5,2,4,486.284808288403,264.476356827777,242.271928764534,1183.89037909522,212.095202970661,5.6255247691016,11327,75.3568429890848,2382,863,Villages at Roll Hill,-84.5603651647299,39.1532626576942,236
4.6756267548,geometry,-7.8949653387,0101000000A6A0F675E32355C0E87FDF3E9D944340,---,TotalUnit,-2.2374108315,863,--,street_cleaning,-1.2994810581,0,--,APPROVED,2,0,1,14,0,0,943.003240726903,107.166688766612,421.170651180166,922.113552911509,559.628150170808,5.6255247691016,11327,75.3568429890848,2382,863,Northside,-84.5607581051323,39.1610487548167,237
0.462382257,geometry,-7.4166321576,0101000000997EB6E6E92355C0C2C345619C954340,---,TotalPop,-1.607278499,2828,--,street_cleaning,-0.9816848278,0,--,APPROVED,0,0,0,0,0,0,857.717822586107,645.297072691988,409.88662833368,1198.13600437506,594.982429813419,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5611511976407,39.1688348379753,238
1.290954113,geometry,-7.7369974256,0101000000F5C01958F02355C036FD8E839B964340,---,TotalPop,-1.4838056803,2828,--,street_cleaning,-1.1976918221,0,--,APPROVED,2,1,0,2,0,0,624.145558673224,429.295297420956,453.781743698388,1563.7124028786,763.93251615082,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.56154444232,39.1766209076108,239
2.8163335323,geometry,-7.6792330265,0101000000ABB220CAF62355C01028BAA59A974340,---,TotalPop,-1.501510191,2828,--,street_cleaning,-1.2051956654,0,--,APPROVED,1,6,0,1,0,0,165.719563048692,346.01595922063,410.920603631724,1881.70501528131,406.785878347641,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5619378394428,39.1844069632499,240
1.5662418604,geometry,-7.5044100761,01010000004C43CB3CFD2355C0F657C8C799984340,---,TotalUnit,-3.9679120421,1080,---,pothole,-0.6123165011,0,-,APPROVED,0,0,0,0,1,9,444.265830586805,358.573742202183,68.3420382483152,2405.56309418942,350.555088219773,0.755667506297229,35570,11.6876574307305,1985,1080,Mount Airy,-84.5623313889493,39.192193005394,241
4.3560199738,geometry,-11.1373440266,0101000000D4A719B0032455C03194B8E998994340,---,TotalUnit,-3.8431805611,1080,---,trash_nn,-1.2455667496,86.5590607672859,--,APPROVED,3,0,0,35,2,18,387.744981642446,54.4603669653356,86.5590607672859,3098.87884706544,268.506113888503,0.755667506297229,35570,11.6876574307305,1985,1080,College Hill,-84.5627250910323,39.1999790335907,242
50.3638763428,geometry,26.3886857033,01010000006D103EF9832355C0874B4B9C268D4340,+++,street_cleaning,5.3007461548,13,++,graffiti_nn,4.9784183502,112.566787796471,++,APPROVED,79,2,13,16,13,32,305.118292720418,128.95034053564,84.8871696690427,112.566787796471,132.467623041802,1.73894375268356,29654,28.5530270502362,4658,2667,Lower Price Hill,-84.5549300294967,39.1027407996799,243
20.4036197662,geometry,5.241221714,0101000000B93BE2638A2355C0E345C3BF258E4340,+++,TotalUnit,-2.0804950714,1348,--,street_cleaning,1.560833168,5,++,APPROVED,10,1,0,5,5,30,346.322762927825,227.515765291191,147.042580421507,533.76946982762,191.986529055066,4.60215053763441,23519,47.3978494623656,2325,1348,East Price Hill,-84.555321665698,39.110527010296,244
11.0202331543,TotalPop,-2.9146792412,4116,---,pothole_nn,-2.7645968437,479.71319460244104,---,pothole,-1.5419440269,0,--,APPROVED,3,3,0,0,2,6,302.969874356195,479.713194602441,214.891181415599,978.643486336166,252.562643691384,2.1622934888241,34207,39.5772594752187,4116,2068,East Price Hill,-84.5557134536859,39.1183132072401,245
39.6910057068,geometry,15.9477201462,01010000005536133B972355C04D025B0624904340,+++,street_cleaning,5.0409244537,10,++,street_cleaning_nn,3.9203353882,28.4725107199517,++,APPROVED,41,17,1,17,10,25,17.1000772740695,179.897456493857,40.2490512344617,535.12261833484,28.4725107199517,3.52685838307108,19343,36.7335865436788,1843,1107,South Fairmount,-84.5561053931827,39.1260993904476,246
16.9419212341,TotalUnit,-2.7373636246,1161,---,geometry,-1.6223472595,01010000005B2BA0A79D2355C00A847A2923914340,--,abandon_cars_nn,-1.2831893921,38.5503996223459,--,APPROVED,18,13,0,9,23,58,38.5503996223459,196.838523128121,78.8667633356828,940.400040546271,104.758195474734,9.05905905905906,19634,39.4394394394394,1998,1161,North Fairmount,-84.5564974846033,39.1338855598661,247
7.6628499031,geometry,-4.6852195978,0101000000C450D014A42355C0DAA37C4C22924340,---,TotalUnit,-2.9265660763,1161,---,trash_nn,0.9497181892,389.460808248777,++,APPROVED,16,1,0,6,0,0,403.753820156698,225.96086674238,389.460808248777,1398.60120587725,454.735002839737,9.05905905905906,19634,39.4394394394394,1998,1161,English Woods,-84.5568897280055,39.1416717156023,248
4.2851614952,geometry,-4.9491104722,0101000000AB99A382AA2355C07C4A616F21934340,---,TotalPop,-1.391173315,2884,--,pothole_nn,-0.993286562,458.910190740883,--,APPROVED,1,0,0,0,1,8,475.203643949975,458.910190740883,178.58888277899,1193.62923583485,344.625089513718,9.18862690707351,14057,60.2981969486824,2884,1477,East Westwood,-84.5572821233424,39.1494578576139,249
3.5552182198,geometry,-6.0202908039,0101000000A6F019F1B02355C01B34289220944340,---,TotalUnit,-1.8476590633,863,--,abandon_cars_nn,-0.7302298546,705.8667380070821,--,APPROVED,5,0,0,3,1,5,705.866738007082,320.101598960662,239.160091606833,873.587482879586,272.212865120121,5.6255247691016,11327,75.3568429890848,2382,863,Villages at Roll Hill,-84.5576746705361,39.1572439857775,250
2.4891376495,geometry,-6.6005383492,0101000000ADB73360B72355C0B0F5D1B41F954340,---,TotalPop,-1.6132251263,2828,--,street_cleaning,-1.3371887684,0,--,APPROVED,2,0,0,3,0,0,626.841876230137,287.147388272397,324.007820994684,879.645118533724,351.202888518307,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.558067369943,39.1650301003641,251
1.3969223499,geometry,-7.514354825,0101000000DFA3F0CFBD2355C084005ED71E964340,---,TotalPop,-1.5136108398,2828,--,street_cleaning,-0.8311281323,1,--,APPROVED,0,0,0,2,1,2,746.670898761566,491.600738119101,233.646947166201,1178.33033122987,597.504063971905,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5584602212907,39.1728162011141,252
3.3856370449,geometry,-7.1260935068,0101000000DD395140C42355C0F187CCF91D974340,---,TotalPop,-1.4231972694,2828,--,street_cleaning,-1.0610438824,0,--,APPROVED,6,1,0,0,0,0,335.833695702059,410.06335995413,409.727303171643,1555.03820526152,350.909273177544,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5588532250617,39.1806022881209,253
1.4771591425,geometry,-7.7156020641,0101000000BE0A55B1CA2355C042751D1C1D984340,---,TotalUnit,-2.8392937541,1080,--,street_cleaning_nn,-0.8127914071,418.63203776085,--,APPROVED,0,0,0,1,1,0,516.519605391795,370.838158768388,465.236089250228,2007.62632738073,418.63203776085,0.755667506297229,35570,11.6876574307305,1985,1080,Mount Airy,-84.5592463808525,39.1883883613432,254
2.920732975,geometry,-7.5268410444,0101000000979CFC22D12355C0320C513E1C994340,---,TotalUnit,-3.5277211666,1080,---,street_cleaning_nn,-0.894162631,447.68195204782006,--,APPROVED,0,1,0,8,0,1,403.12999098646,218.815071249719,305.331889270614,2659.41461581331,447.68195204782,0.755667506297229,35570,11.6876574307305,1985,1080,College Hill,-84.5596396891509,39.1961744209042,255
31.2474822998,TotalUnit,-7.9825508118,489,---,geometry,5.6393987656,01010000009FB255EA572355C077D2A510A98D4340,++,street_cleaning,2.6586637497,7,++,APPROVED,46,13,6,14,7,53,178.243902924648,202.625026716347,102.302422306863,206.099707582653,105.599015746972,9.36395759717314,15987,71.5547703180212,1132,489,Lower Price Hill,-84.5522409283535,39.1067219552687,256
13.7583913803,TotalUnit,-2.6203346252,1348,---,pothole,-0.985962677,8,--,trash_nn,-0.9254257202,192.77322188102198,--,APPROVED,10,0,0,8,3,6,290.194284014843,222.64292007419,192.773221881022,897.659389878494,220.771042389955,4.60215053763441,23519,47.3978494623656,2325,1348,East Price Hill,-84.5526323240273,39.1145081833059,257
26.9978599548,geometry,6.262682724,01010000004B8D3CBE642355C09D48C357A78F4340,+++,street_cleaning,3.046912384,6,++,abandon_cars,2.2993995667,70,++,APPROVED,27,70,1,7,6,27,69.1388647857618,218.102324790411,99.3721672983931,635.494849406159,165.306035637071,2.1622934888241,34207,39.5772594752187,4116,2068,South Fairmount,-84.5530238715484,39.1222943976911,258
24.0876407623,geometry,6.4005182266,0101000000073A24296B2355C044BD257BA6904340,+++,abandon_cars_nn,-3.7916006088,123.976377670192,--,TotalUnit,-3.2269449234,1161,--,APPROVED,9,6,1,4,15,43,123.976377670192,267.622693505157,60.8013683623329,644.854249898062,86.3102285218666,9.05905905905906,19634,39.4394394394394,1998,1161,South Fairmount,-84.5534155706192,39.1300805982851,259
13.3311929703,TotalUnit,-2.7589384079,1161,---,street_cleaning,2.0798789024,19,++,pothole_nn,-1.9047804832,369.209344169786,--,APPROVED,9,2,0,1,19,10,246.07087332617,369.209344169786,144.12589831662,1125.92972448087,159.808964774694,9.05905905905906,19634,39.4394394394394,1998,1161,English Woods,-84.5538074213915,39.1378667852446,260
8.9984874725,geometry,-5.1931451321,01010000002B4DDC00782355C0875A92C1A4924340,---,TotalPop,-1.3564842224,2884,--,abandon_cars_nn,1.0146579742,351.890341393048,++,APPROVED,13,1,0,13,2,2,351.890341393048,251.052952975184,323.136228575493,1105.88288154443,261.667411420754,9.18862690707351,14057,60.2981969486824,2884,1477,Millvale,-84.5541994239217,39.1456529583566,261
9.7667694092,geometry,-4.5816188812,0101000000C9E6AC6D7E2355C023799CE4A3934340,---,street_cleaning,1.7125884056,11,++,TotalPop,-1.4009880066,2884,--,APPROVED,7,1,0,4,11,9,345.2282867921,247.5011756624,169.603458738777,906.033678256848,108.499522850806,9.18862690707351,14057,60.2981969486824,2884,1477,South Cumminsville,-84.5545915783397,39.1534391178159,262
5.2202043533,geometry,-6.6365280628,0101000000929320DB842355C0BB048907A3944340,---,TotalUnit,-1.9841219425,863,--,street_cleaning,1.3615220547,8,++,APPROVED,0,0,0,1,8,4,566.392026020672,355.678426202307,245.521783957438,695.094065660849,206.503755979178,5.6255247691016,11327,75.3568429890848,2382,863,South Cumminsville,-84.554983884633,39.1612252635036,263
4.5447258949,geometry,-5.2649433613,01010000000C5B37498B2355C02C0F582AA2954340,---,TotalPop,-4.1381502151,4051,---,street_cleaning,-1.230970335,0,--,APPROVED,6,0,0,8,0,7,408.607969958476,242.936020466304,203.493653187363,830.026385585112,428.45458813817,3.38188101703283,49157,16.0207356208344,4051,2428,Mount Airy,-84.555376342829,39.1690113954522,264
1.5154536963,geometry,-6.5635839105,010100000049A6F1B7912355C0A29D094DA1964340,---,TotalPop,-1.5358540058,2828,--,street_cleaning,-1.4105530977,0,--,APPROVED,3,0,0,0,0,1,505.966778627974,498.505192467946,303.870811340747,1157.92738745463,636.53937619536,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5557689533099,39.1767975136711,265
4.852394104,geometry,-10.7375598431,01010000006D124F27982355C029AB9D6FA0974340,---,TotalUnit,-2.7771071911,1080,--,graffiti_nn,-0.8412112236,1635.81253903896,-,APPROVED,0,0,0,11,5,2,359.32419063819,146.437504371732,430.988724895442,1635.81253903896,143.195159992163,0.755667506297229,35570,11.6876574307305,1985,1080,Mount Airy,-84.5561617157161,39.1845836181513,266
1.0486052036,geometry,-8.2543415666,01010000009CFC4F979E2355C06A1914929F984340,---,TotalUnit,-2.8439476967,1080,--,street_cleaning,-0.7568621635,0,--,APPROVED,0,0,0,8,0,3,709.997437584079,212.196293985325,260.198739109615,2240.05542893037,554.717797864201,0.755667506297229,35570,11.6876574307305,1985,1080,College Hill,-84.5565546303864,39.1923697088376,267
4.0108413696,geometry,-7.3393486023,01010000008E6EF407A52355C0F7056DB49E994340,---,TotalPop,-2.0168151855,3397,--,graffiti_nn,-0.5431101322,2976.8214524010305,-,APPROVED,2,3,0,5,1,6,280.679064023403,269.808651591219,146.542685382613,2976.82145240103,301.313360489112,3.47365322343244,49548,17.6332057697969,3397,1853,College Hill,-84.5569476973562,39.2001557857838,268
24.7593269348,TotalUnit,-9.5818483353,489,---,geometry,6.6892971039,0101000000D5A53772252355C00ECAB3602C8D4340,+++,graffiti_nn,4.3041093826,144.417724710912,++,APPROVED,22,0,11,7,2,3,352.248303027188,190.552939500439,223.863823451607,144.417724710912,215.459870137247,9.36395759717314,15987,71.5547703180212,1132,489,Lower Price Hill,-84.5491605323253,39.1029168012502,269
9.7304754257,TotalUnit,-9.3975976944,489,---,geometry,-4.0486660957,010100000043A834DA2B2355C0C23294842B8E4340,---,pothole_nn,-1.4952195168,272.32951275348,--,APPROVED,3,0,0,3,9,10,346.147406993103,272.32951275348,235.506668738749,599.320489714633,187.425587311929,9.36395759717314,15987,71.5547703180212,1132,489,Lower Price Hill,-84.5495515360099,39.1107030604958,270
15.5589704514,TotalPop,-2.7304415703,4116,---,street_cleaning_nn,1.0536754608,170.18978465579,++,Longitude,-0.8446377754,-84.5499426914605,--,APPROVED,17,1,0,9,3,3,300.566849846809,206.203460749084,243.355925970761,891.450171729022,170.18978465579,2.1622934888241,34207,39.5772594752187,4116,2068,East Price Hill,-84.5499426914605,39.1184893060581,271
58.043094635,geometry,27.141138649,0101000000460A17AC382355C04B6AFCCB29904340,+++,abandon_cars,8.1843254089,41,++,trash_nn,7.4531787872,36.821491712168395,++,APPROVED,118,41,1,14,12,47,169.632552641471,124.168587724373,36.8214917121684,451.684542171152,66.2401893570846,3.52685838307108,19343,36.7335865436788,1843,1107,South Fairmount,-84.5503339982034,39.1262755377289,272
21.8266029358,geometry,5.1013038158,01010000006B66FC153F2355C0CB7784EF28914340,+++,abandon_cars_nn,-2.3157176971,161.926885941917,--,pothole_nn,-1.6192882538,271.689424961441,--,APPROVED,17,5,0,3,12,24,161.926885941917,271.689424961441,100.007505118108,872.515205171043,133.321555241991,9.05905905905906,19634,39.4394394394394,1998,1161,North Fairmount,-84.5507254566998,39.1340617558304,273
12.5845108032,geometry,-3.6764913559,010100000004698480452355C0F8C5EE1228924340,---,abandon_cars,1.6613260269,30,++,TotalPop,-1.4941227913,2884,--,APPROVED,14,30,0,8,4,3,107.998776957168,192.003578679183,250.694116798844,937.939733176695,157.590194310505,9.18862690707351,14057,60.2981969486824,2884,1477,Millvale,-84.551117066676,39.1418479600797,274
9.5997886658,geometry,-4.2133004665,01010000000A49AFEB4B2355C0E9C43B3627934340,---,TotalPop,-1.4984686852,2884,--,abandon_cars_nn,1.0226749897,210.063527971277,++,APPROVED,11,3,0,7,2,16,210.063527971277,234.062269919283,72.6433793200932,829.560093570523,255.54076995541,9.18862690707351,14057,60.2981969486824,2884,1477,South Cumminsville,-84.551508828332,39.1496341506807,275
10.3327646255,geometry,-5.2650340557,010100000042317D57522355C0E83E6B5926944340,---,street_cleaning,1.9715694427,23,++,TotalPop,-1.4868237495,2884,--,APPROVED,7,1,0,6,23,40,350.621965166603,261.806864729371,79.4288169085076,683.183307004303,62.8271397883789,9.18862690707351,14057,60.2981969486824,2884,1477,South Cumminsville,-84.5519007418234,39.1574203275357,276
18.095035553,TotalPop,-3.7041376114,4051,---,street_cleaning,2.0391716003,9,++,pothole,1.7615483284,25,++,APPROVED,28,2,2,25,9,26,314.79110836787,110.412287199621,133.010603679546,548.069149979486,122.065813190627,3.38188101703283,49157,16.0207356208344,4051,2428,Northside,-84.5522928071242,39.1652064907679,277
4.0974264145,geometry,-6.1838839769,0101000000421202315F2355C0B8AA719F24964340,---,TotalPop,-1.6502109528,2828,--,street_cleaning_nn,-0.8801175117,356.38230643595705,--,APPROVED,0,0,0,4,1,6,377.964062775257,319.419164920767,251.120779372075,763.455763908626,356.382306435957,6.18811881188119,23611,36.9165487977369,2828,1668,Mount Airy,-84.5526850242832,39.1729926400198,278
0.2474945784,geometry,-7.2178011328,01010000001D24B99E652355C03AF948C223974340,---,TotalUnit,-2.8903929591,1080,--,street_cleaning,-0.9487901926,0,--,APPROVED,0,0,0,1,0,2,621.531612440269,507.928818283806,330.534659236531,1198.85830335254,465.281726410544,0.755667506297229,35570,11.6876574307305,1985,1080,Northside,-84.5530773933428,39.1807787758175,279
0.7338372469,geometry,-6.8786315471,01010000005881130D6C2355C0286102E522984340,---,TotalUnit,-2.9102080464,1080,---,street_cleaning,-0.9800639272,0,--,APPROVED,0,0,0,1,0,0,733.983361825015,469.630131921192,475.916125157964,1840.54025189227,624.258048209032,0.755667506297229,35570,11.6876574307305,1985,1080,College Hill,-84.5534699144822,39.1885648976916,280
5.8516645432,geometry,-8.8377532959,0101000000652C117C722355C0BF789E0722994340,---,TotalUnit,-3.7527283669,1080,---,pothole,1.0213529587,23,++,APPROVED,5,0,0,23,2,2,415.361941996227,91.9036349414904,254.983414210551,2553.94850806743,223.583007665453,0.755667506297229,35570,11.6876574307305,1985,1080,College Hill,-84.5538625877103,39.1963510059154,281
3.5544404984,geometry,-9.4845507622,0101000000D0FCB1EB782355C07A0E1D2A219A4340,---,TotalPop,-2.0342792034,4249,--,abandon_cars_nn,0.6850144863,89.24106944345779,+,APPROVED,0,6,0,6,3,17,89.2410694434578,286.08812716142,117.024502794119,3339.835678666,204.71480353611,3.95387149917628,48168,12.6147328783243,4249,1909,College Hill,-84.5542554128799,39.2041371003988,282
